X,CH1,Start,Increment,
Sequence,Volt,2.478000e-05,2.000000e-09
0,3.07e+01,
1,3.07e+01,
2,3.07e+01,
3,3.09e+01,
4,3.07e+01,
5,3.07e+01,
6,3.05e+01,
7,3.09e+01,
8,3.07e+01,
9,3.07e+01,
10,3.05e+01,
11,3.09e+01,
12,3.07e+01,
13,3.07e+01,
14,3.07e+01,
15,3.09e+01,
16,3.07e+01,
17,3.07e+01,
18,3.05e+01,
19,3.11e+01,
20,3.07e+01,
21,3.07e+01,
22,3.07e+01,
23,3.09e+01,
24,3.07e+01,
25,3.07e+01,
26,3.07e+01,
27,3.11e+01,
28,3.07e+01,
29,3.09e+01,
30,3.07e+01,
31,3.09e+01,
32,3.07e+01,
33,3.07e+01,
34,3.05e+01,
35,3.09e+01,
36,3.07e+01,
37,3.07e+01,
38,3.07e+01,
39,3.09e+01,
40,3.07e+01,
41,3.07e+01,
42,3.05e+01,
43,3.09e+01,
44,3.07e+01,
45,3.07e+01,
46,3.05e+01,
47,3.09e+01,
48,3.07e+01,
49,3.07e+01,
50,3.05e+01,
51,3.09e+01,
52,3.07e+01,
53,3.07e+01,
54,3.07e+01,
55,3.09e+01,
56,3.07e+01,
57,3.07e+01,
58,3.07e+01,
59,3.11e+01,
60,3.07e+01,
61,3.07e+01,
62,3.07e+01,
63,3.09e+01,
64,3.07e+01,
65,3.07e+01,
66,3.05e+01,
67,3.09e+01,
68,3.07e+01,
69,3.07e+01,
70,3.07e+01,
71,3.09e+01,
72,3.07e+01,
73,3.05e+01,
74,3.05e+01,
75,3.09e+01,
76,3.07e+01,
77,3.07e+01,
78,3.05e+01,
79,3.09e+01,
80,3.07e+01,
81,3.07e+01,
82,3.05e+01,
83,3.09e+01,
84,3.07e+01,
85,3.07e+01,
86,3.05e+01,
87,3.09e+01,
88,3.07e+01,
89,3.07e+01,
90,3.05e+01,
91,3.09e+01,
92,3.07e+01,
93,3.07e+01,
94,3.05e+01,
95,3.09e+01,
96,3.07e+01,
97,3.07e+01,
98,3.05e+01,
99,3.11e+01,
100,3.07e+01,
101,3.07e+01,
102,3.05e+01,
103,3.09e+01,
104,3.07e+01,
105,3.07e+01,
106,3.05e+01,
107,3.09e+01,
108,3.07e+01,
109,3.07e+01,
110,3.05e+01,
111,3.09e+01,
112,3.07e+01,
113,3.07e+01,
114,3.05e+01,
115,3.09e+01,
116,3.07e+01,
117,3.07e+01,
118,3.05e+01,
119,3.09e+01,
120,3.07e+01,
121,3.07e+01,
122,3.07e+01,
123,3.09e+01,
124,3.07e+01,
125,3.07e+01,
126,3.05e+01,
127,3.09e+01,
128,3.07e+01,
129,3.07e+01,
130,3.05e+01,
131,3.09e+01,
132,3.09e+01,
133,3.07e+01,
134,3.07e+01,
135,3.09e+01,
136,3.07e+01,
137,3.07e+01,
138,3.05e+01,
139,3.09e+01,
140,3.09e+01,
141,3.07e+01,
142,3.07e+01,
143,3.09e+01,
144,3.07e+01,
145,3.07e+01,
146,3.05e+01,
147,3.11e+01,
148,3.07e+01,
149,3.07e+01,
150,3.05e+01,
151,3.09e+01,
152,3.07e+01,
153,3.07e+01,
154,3.05e+01,
155,3.09e+01,
156,3.07e+01,
157,3.09e+01,
158,3.05e+01,
159,3.09e+01,
160,3.07e+01,
161,3.07e+01,
162,3.05e+01,
163,3.09e+01,
164,3.07e+01,
165,3.07e+01,
166,3.05e+01,
167,3.09e+01,
168,3.07e+01,
169,3.07e+01,
170,3.05e+01,
171,3.09e+01,
172,3.07e+01,
173,3.07e+01,
174,3.05e+01,
175,3.11e+01,
176,3.07e+01,
177,3.05e+01,
178,3.07e+01,
179,3.09e+01,
180,3.09e+01,
181,3.07e+01,
182,3.07e+01,
183,3.09e+01,
184,3.07e+01,
185,3.07e+01,
186,3.05e+01,
187,3.09e+01,
188,3.07e+01,
189,3.07e+01,
190,3.05e+01,
191,3.09e+01,
192,3.07e+01,
193,3.07e+01,
194,3.05e+01,
195,3.09e+01,
196,3.07e+01,
197,3.07e+01,
198,3.05e+01,
199,3.09e+01,
200,3.07e+01,
201,3.05e+01,
202,3.07e+01,
203,3.09e+01,
204,3.07e+01,
205,3.07e+01,
206,3.05e+01,
207,3.09e+01,
208,3.07e+01,
209,3.07e+01,
210,3.07e+01,
211,3.09e+01,
212,3.07e+01,
213,3.07e+01,
214,3.07e+01,
215,3.09e+01,
216,3.07e+01,
217,3.07e+01,
218,3.05e+01,
219,3.09e+01,
220,3.07e+01,
221,3.07e+01,
222,3.05e+01,
223,3.09e+01,
224,3.07e+01,
225,3.07e+01,
226,3.07e+01,
227,3.09e+01,
228,3.07e+01,
229,3.07e+01,
230,3.05e+01,
231,3.09e+01,
232,3.07e+01,
233,3.07e+01,
234,3.07e+01,
235,3.09e+01,
236,3.07e+01,
237,3.07e+01,
238,3.05e+01,
239,3.09e+01,
240,3.07e+01,
241,3.07e+01,
242,3.05e+01,
243,3.09e+01,
244,3.07e+01,
245,3.07e+01,
246,3.05e+01,
247,3.11e+01,
248,3.07e+01,
249,3.07e+01,
250,3.07e+01,
251,3.09e+01,
252,3.07e+01,
253,3.07e+01,
254,3.05e+01,
255,3.09e+01,
256,3.07e+01,
257,3.07e+01,
258,3.05e+01,
259,3.11e+01,
260,3.07e+01,
261,3.07e+01,
262,3.07e+01,
263,3.09e+01,
264,3.07e+01,
265,3.07e+01,
266,3.05e+01,
267,3.09e+01,
268,3.07e+01,
269,3.07e+01,
270,3.05e+01,
271,3.09e+01,
272,3.07e+01,
273,3.07e+01,
274,3.05e+01,
275,3.11e+01,
276,3.07e+01,
277,3.07e+01,
278,3.05e+01,
279,3.09e+01,
280,3.07e+01,
281,3.07e+01,
282,3.05e+01,
283,3.09e+01,
284,3.07e+01,
285,3.07e+01,
286,3.05e+01,
287,3.09e+01,
288,3.05e+01,
289,3.07e+01,
290,3.05e+01,
291,3.09e+01,
292,3.07e+01,
293,3.07e+01,
294,3.07e+01,
295,3.09e+01,
296,3.07e+01,
297,3.07e+01,
298,3.05e+01,
299,3.11e+01,
300,3.07e+01,
301,3.07e+01,
302,3.05e+01,
303,3.09e+01,
304,3.07e+01,
305,3.07e+01,
306,3.05e+01,
307,3.11e+01,
308,3.07e+01,
309,3.07e+01,
310,3.05e+01,
311,3.09e+01,
312,3.07e+01,
313,3.07e+01,
314,3.05e+01,
315,3.09e+01,
316,3.07e+01,
317,3.07e+01,
318,3.05e+01,
319,3.09e+01,
320,3.07e+01,
321,3.07e+01,
322,3.05e+01,
323,3.09e+01,
324,3.07e+01,
325,3.07e+01,
326,3.05e+01,
327,3.09e+01,
328,3.07e+01,
329,3.07e+01,
330,3.05e+01,
331,3.09e+01,
332,3.07e+01,
333,3.07e+01,
334,3.07e+01,
335,3.09e+01,
336,3.07e+01,
337,3.07e+01,
338,3.05e+01,
339,3.09e+01,
340,3.07e+01,
341,3.07e+01,
342,3.07e+01,
343,3.09e+01,
344,3.07e+01,
345,3.07e+01,
346,3.05e+01,
347,3.09e+01,
348,3.07e+01,
349,3.07e+01,
350,3.07e+01,
351,3.07e+01,
352,3.07e+01,
353,3.07e+01,
354,3.05e+01,
355,3.09e+01,
356,3.05e+01,
357,3.07e+01,
358,3.05e+01,
359,3.09e+01,
360,3.07e+01,
361,3.07e+01,
362,3.07e+01,
363,3.09e+01,
364,3.07e+01,
365,3.07e+01,
366,3.05e+01,
367,3.09e+01,
368,3.05e+01,
369,3.07e+01,
370,3.05e+01,
371,3.09e+01,
372,3.09e+01,
373,3.07e+01,
374,3.05e+01,
375,3.11e+01,
376,3.07e+01,
377,3.07e+01,
378,3.05e+01,
379,3.09e+01,
380,3.07e+01,
381,3.05e+01,
382,3.07e+01,
383,3.09e+01,
384,3.07e+01,
385,3.07e+01,
386,3.05e+01,
387,3.09e+01,
388,3.07e+01,
389,3.07e+01,
390,3.07e+01,
391,3.09e+01,
392,3.07e+01,
393,3.05e+01,
394,3.05e+01,
395,3.09e+01,
396,3.07e+01,
397,3.07e+01,
