#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A189D7
#Date Time: 2025-04-28 09:56:42.755
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 10.7 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
0.0002012803448275862,0.4653860668285117,-10.55635969690523
0.0002019103448275862,0.4657182779263377,-10.49777752596808
0.0002025403448275862,0.4640572224372078,-10.4428567407145
0.0002031703448275862,0.4657182779263377,-10.39159734114449
0.0002038003448275862,0.4627283780459038,-10.34033794157448
0.0002044303448275862,0.4597384781654699,-10.27077161358661
0.0002050603448275862,0.4597384781654699,-10.22317359970018
0.0002056903448275862,0.4597384781654699,-10.17191420013017
0.0002063203448275862,0.4600706892632959,-10.12797757192731
0.0002069503448275862,0.4597384781654699,-10.08037955804087
0.0002075803448275862,0.4594062670676439,-10.04010431552158
0.0002082103448275862,0.4594062670676439,-9.988844915951569
0.0002088403448275862,0.4600706892632959,-9.941246902065133
0.0002094703448275862,0.4607351114589479,-9.897310273862269
0.0002101003448275862,0.4600706892632959,-9.853373645659405
0.0002107303448275862,0.4604029003611219,-9.805775631772969
0.0002113603448275862,0.4600706892632959,-9.761839003570104
0.0002119903448275862,0.4720302887850316,-9.835066717241546
0.0002126203448275862,0.4723624998828576,-9.981522144584424
0.0002132503448275862,0.4720302887850316,-10.12431618624373
0.0002138803448275862,0.4716980776872056,-10.24148052811804
0.0002145103448275862,0.4716980776872056,-10.3513220986252
0.0002151403448275862,0.4710336554915536,-10.43919535503093
0.0002157703448275862,0.4703692332959016,-10.51608445438594
0.0002164003448275862,0.4693726000024237,-10.57832801100666
0.0002170303448275862,0.4693726000024237,-10.6259260248931
0.0002176603448275862,0.4687081778067717,-10.64789433899453
0.0002182903448275862,0.4693726000024237,-10.66253988172882
0.0002189203448275862,0.4690403889045977,-10.65521711036167
0.0002195503448275862,0.4697048111002496,-10.64789433899453
0.0002201803448275862,0.4693726000024237,-10.61860325352595
0.0002208103448275862,0.4690403889045977,-10.57832801100666
0.0002214403448275862,0.4633928002415558,-10.51242306870237
0.0002220703448275862,0.4673793334154677,-10.47214782618307
0.0002227003448275862,0.4647216446328598,-10.41356565524592
0.0002233303448275862,0.4660504890241637,-10.36962902704306
0.0002239603448275862,0.4613995336545998,-10.30372408473876
0.0002245903448275862,0.4600706892632959,-10.25612607085232
0.0002252203448275862,0.4600706892632959,-10.20120528559875
0.0002258503448275862,0.4600706892632959,-10.15360727171231
0.0002264803448275862,0.4600706892632959,-10.10967064350945
0.0002271103448275862,0.4597384781654699,-10.06207262962301
0.0002277403448275862,0.4600706892632959,-10.02179738710372
0.0002283703448275862,0.4600706892632959,-9.970537987533708
0.0002290003448275862,0.4604029003611219,-9.919278587963701
0.0002296303448275862,0.4604029003611219,-9.871680574077265
0.0002302603448275862,0.4597384781654699,-9.827743945874401
0.0002308903448275862,0.4597384781654699,-9.780145931987965
0.0002315203448275862,0.4640572224372078,-9.758177617886533
0.0002321503448275862,0.4720302887850316,-9.889987502495124
0.0002327803448275862,0.4720302887850316,-10.02912015847086
0.0002334103448275862,0.4713658665893796,-10.1682528144466
0.0002340403448275862,0.4703692332959016,-10.27443299927019
0.0002346703448275862,0.4697048111002496,-10.3769517984102
0.0002353003448275862,0.4690403889045977,-10.45750228344879
0.0002359303448275862,0.4690403889045977,-10.53072999712023
0.0002365603448275862,0.4687081778067717,-10.57832801100666
0.0002371903448275862,0.4683759667089457,-10.61860325352595
0.0002378203448275862,0.4683759667089457,-10.64057156762739
0.0002384503448275862,0.4687081778067717,-10.65521711036167
0.0002390803448275862,0.4690403889045977,-10.64789433899453
0.0002397103448275862,0.4690403889045977,-10.62958741057667
0.0002403403448275862,0.4687081778067717,-10.60029632510809
0.0002409703448275862,0.4670471223176417,-10.55269831122166
0.0002416003448275862,0.4640572224372078,-10.48679336891736
0.0002422303448275862,0.4657182779263377,-10.4428567407145
0.0002428603448275862,0.4657182779263377,-10.38793595546092
0.0002434903448275862,0.4643894335350338,-10.34033794157448
0.0002441203448275862,0.4597384781654699,-10.27077161358661
0.0002447503448275862,0.4597384781654699,-10.22317359970018
0.0002453803448275862,0.4597384781654699,-10.1682528144466
0.0002460103448275862,0.4597384781654699,-10.13530034329445
0.0002466403448275862,0.4600706892632959,-10.08404094372444
0.0002472703448275862,0.4604029003611219,-10.036442929838
0.0002479003448275862,0.4604029003611219,-9.988844915951569
0.0002485303448275862,0.4600706892632959,-9.941246902065133
0.0002491603448275862,0.4607351114589479,-9.893648888178697
0.0002497903448275862,0.4604029003611219,-9.849712259975833
0.0002504203448275862,0.4597384781654699,-9.802114246089397
0.0002510503448275862,0.4594062670676439,-9.761839003570104
0.0002516803448275862,0.4677115445132937,-9.787468703355108
0.0002523103448275862,0.4707014443937276,-9.93758551638156
0.0002529403448275862,0.4713658665893796,-10.06939540099015
