X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-2.420000e-05,2.000000e-09
0,-3.00e-01,-2.00e-01,
1,-3.00e-01,-4.35e-05,
2,-1.00e-01,-2.00e-01,
3,-3.00e-01,-2.00e-01,
4,-3.00e-01,-2.00e-01,
5,-3.00e-01,-4.35e-05,
6,-3.00e-01,-2.00e-01,
7,-3.00e-01,-2.00e-01,
8,-3.00e-01,-2.00e-01,
9,-3.00e-01,-4.35e-05,
10,-1.00e-01,-2.00e-01,
11,-3.00e-01,-2.00e-01,
12,-3.00e-01,-4.35e-05,
13,-3.00e-01,-4.35e-05,
14,-1.00e-01,-2.00e-01,
15,-3.00e-01,-2.00e-01,
16,-3.00e-01,-2.00e-01,
17,-3.00e-01,-4.35e-05,
18,-3.00e-01,-2.00e-01,
19,-3.00e-01,-2.00e-01,
20,-3.00e-01,-4.35e-05,
21,-3.00e-01,-4.35e-05,
22,-1.00e-01,-4.35e-05,
23,-3.00e-01,-2.00e-01,
24,-3.00e-01,-2.00e-01,
25,-3.00e-01,-4.35e-05,
26,-1.00e-01,-4.35e-05,
27,-3.00e-01,-2.00e-01,
28,-3.00e-01,-4.35e-05,
29,-3.00e-01,-4.35e-05,
30,-1.00e-01,-4.35e-05,
31,-3.00e-01,-2.00e-01,
32,-3.00e-01,-2.00e-01,
33,-3.00e-01,-4.35e-05,
34,-1.00e-01,-4.35e-05,
35,-5.00e-01,-2.00e-01,
36,-3.00e-01,-4.35e-05,
37,-3.00e-01,-4.35e-05,
38,-3.00e-01,-2.00e-01,
39,-3.00e-01,-2.00e-01,
40,-3.00e-01,-4.35e-05,
41,-3.00e-01,-4.35e-05,
42,-1.00e-01,-4.35e-05,
43,-3.00e-01,-2.00e-01,
44,-3.00e-01,-4.35e-05,
45,-3.00e-01,-4.35e-05,
46,-1.00e-01,-2.00e-01,
47,-3.00e-01,-2.00e-01,
48,-3.00e-01,-4.35e-05,
49,-3.00e-01,-4.35e-05,
50,-3.00e-01,-2.00e-01,
51,-3.00e-01,-2.00e-01,
52,-3.00e-01,-2.00e-01,
53,-3.00e-01,-2.00e-01,
54,-1.00e-01,-2.00e-01,
55,-3.00e-01,-2.00e-01,
56,-3.00e-01,-2.00e-01,
57,-3.00e-01,-4.35e-05,
58,-1.00e-01,-2.00e-01,
59,-3.00e-01,-2.00e-01,
60,-3.00e-01,-2.00e-01,
61,-3.00e-01,-4.35e-05,
62,-1.00e-01,-4.35e-05,
63,-3.00e-01,-2.00e-01,
64,-3.00e-01,-2.00e-01,
65,-3.00e-01,-4.35e-05,
66,-1.00e-01,-2.00e-01,
67,-5.00e-01,-2.00e-01,
68,-3.00e-01,-4.35e-05,
69,-3.00e-01,-4.35e-05,
70,-1.00e-01,-2.00e-01,
71,-3.00e-01,-2.00e-01,
72,-3.00e-01,-4.35e-05,
73,-3.00e-01,-4.35e-05,
74,-3.00e-01,-2.00e-01,
75,-3.00e-01,-2.00e-01,
76,-3.00e-01,-4.35e-05,
